Species,Tag,QMC Reg.,Depth (m),Location,,
Seriatopora hystrix,DC053,CA,40,"Holmes Reef, Coral Sea",,
Seriatopora hystrix,DC050,CA,40,"Holmes Reef, Coral Sea",,
Seriatopora hystrix,DC052,CA,40,"Holmes Reef, Coral Sea",,
Seriatopora hystrix,DC051,CA,40,"Holmes Reef, Coral Sea",,
Seriatopora hystrix,DC068,CA,40,"Holmes Reef, Coral Sea",,
Seriatopora hystrix,DC069,CA,40,"Holmes Reef, Coral Sea",,
Seriatopora hystrix,DC067,CA,40,"Holmes Reef, Coral Sea",,
Seriatopora hystrix,DC071,CA,40,"Holmes Reef, Coral Sea",,
Seriatopora hystrix,DC327,CA,40,"Holmes Reef, Coral Sea",,
Sp. nov. ,DC315,G73940,80,"Holmes Reef, Coral Sea",,
Stylocoeniella guentheri,DC7473,G71158,60,"Osprey Reef, Coral Sea",,
Stylocoeniella guentheri,F374,G65712,40,"Ribbon Reef 5, Great Barrier Reef",,
Stylocoeniella guentheri,DC3525,G74024,40,"Yonge Reef, Great Barrier Reef",,
Stylophora pistillata,DC891,,40,"Myrmidon Reef, Great Barrier Reef",,
Stylophora pistillata,DC770,,40,"Myrmidon Reef, Great Barrier Reef",,
Stylophora pistillata,DC772,,40,"Myrmidon Reef, Great Barrier Reef",,
Stylophora pistillata,DC773,,40,"Myrmidon Reef, Great Barrier Reef",,
Stylophora pistillata,DC769,,40,"Myrmidon Reef, Great Barrier Reef",,
Stylophora pistillata,DC786,,40,"Myrmidon Reef, Great Barrier Reef",,
Stylophora pistillata,DC949,,40,"Myrmidon Reef, Great Barrier Reef",,
Stylophora pistillata,DC784,,40,"Myrmidon Reef, Great Barrier Reef",,
Stylophora pistillata,DC706,,40,"Flinders Reef, Great Barrier Reef",,
Stylophora pistillata,DC725,,40,"Flinders Reef, Great Barrier Reef",,
Stylophora pistillata,DC726,,40,"Flinders Reef, Great Barrier Reef",,
Stylophora pistillata,DC716,,40,"Flinders Reef, Great Barrier Reef",,
Stylophora pistillata,DC727,,40,"Flinders Reef, Great Barrier Reef",,
Stylophora pistillata,DC2480,,40,"Great Detached Reef, Great Barrier Reef",,
Turbinaria peltata,DC2685,CA,40,"Great Detached Reef, Great Barrier Reef",,
Turbinaria reniformis,F411,RP,40,"Ribbon Reef 5, Great Barrier Reef",,
Turbinaria reniformis,F160,RP,40,"Tydeman Reef, Great Barrier Reef",,
Turbinaria reniformis,DC76,CA,40,"Holmes Reef, Coral Sea",,
Turbinaria stellulata,NA,G42563,43,Murray Is.,,
Turbinaria stellulata,NA,G42574,43,Murray Is.,,
Turbinaria stellulata,Image,,35,"Ribbon Reef 5, GBR",,
Zoopilus echinatus,F264,G74078,40,"Mantis Reef, Great Barrier Reef",,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
