Species,Tag,QMC Reg.,Depth (m),Location,,
Mycedium elephantotus,DC1046,CA,40,"Myrmidon Reef, Great Barrier Reef",,
Mycedium elephantotus,DC1504,CA,40,"Osprey Reef, Coral Sea",,
Mycedium elephantotus,DC1506,CA,40,"Osprey Reef, Coral Sea",,
Mycedium elephantotus,DC1616,CA,40,"Osprey Reef, Coral Sea",,
Mycedium elephantotus,DC1826,CA,40,"Osprey Reef, Coral Sea",,
Mycedium elephantotus,DC1827,CA,40,"Osprey Reef, Coral Sea",,
Mycedium elephantotus,DC1828,CA,40,"Osprey Reef, Coral Sea",,
Mycedium elephantotus,DC1926,CA,40,"Osprey Reef, Coral Sea",,
Mycedium elephantotus,DC1927,CA,40,"Osprey Reef, Coral Sea",,
Mycedium elephantotus,DC1828,CA,40,"Osprey Reef, Coral Sea",,
Mycedium elephantotus,DC1929,CA,40,"Osprey Reef, Coral Sea",,
Mycedium elephantotus,DC1975,CA,40,"Osprey Reef, Coral Sea",,
Mycedium elephantotus,DC1974,CA,40,"Osprey Reef, Coral Sea",,
Mycedium elephantotus,DC3275,CA,40,"Yonge Reef, Great Barrier Reef",,
Mycedium elephantotus,DC3374,CA,40,"Yonge Reef, Great Barrier Reef",,
Mycedium elephantotus,DC3375,CA,40,"Yonge Reef, Great Barrier Reef",,
Mycedium elephantotus,DC3376,CA,40,"Yonge Reef, Great Barrier Reef",,
Mycedium elephantotus,DC3377,CA,40,"Yonge Reef, Great Barrier Reef",,
Mycedium elephantotus,DC3412,CA,40,"Yonge Reef, Great Barrier Reef",,
Mycedium elephantotus,DC3413,CA,40,"Yonge Reef, Great Barrier Reef",,
Mycedium elephantotus,DC3414,CA,40,"Yonge Reef, Great Barrier Reef",,
Mycedium elephantotus,DC3415,CA,40,"Yonge Reef, Great Barrier Reef",,
Mycedium elephantotus,DC3416,CA,40,"Yonge Reef, Great Barrier Reef",,
Mycedium elephantotus,DC2026,CA,40,"Osprey Reef, Coral Sea",,
Mycedium elephantotus,DC2027,CA,40,"Osprey Reef, Coral Sea",,
Mycedium elephantotus,DC2028,CA,40,"Osprey Reef, Coral Sea",,
Mycedium elephantotus,DC2029,CA,40,"Osprey Reef, Coral Sea",,
Mycedium elephantotus,DC2144,CA,40,"Osprey Reef, Coral Sea",,
Mycedium elephantotus,DC2145,CA,40,"Osprey Reef, Coral Sea",,
Mycedium elephantotus,DC2146,CA,40,"Osprey Reef, Coral Sea",,
Mycedium elephantotus,DC2147,CA,40,"Osprey Reef, Coral Sea",,
Mycedium elephantotus,DC2148,CA,40,"Osprey Reef, Coral Sea",,
Mycedium elephantotus,DC2149,CA,40,"Osprey Reef, Coral Sea",,
Mycedium elephantotus,DC2150,CA,40,"Osprey Reef, Coral Sea",,
Mycedium elephantotus,DC2472,CA,40,"Great Detached Reef, Great Barrier Reef",,
Mycedium elephantotus,DC2512,CA,40,"Great Detached Reef, Great Barrier Reef",,
Mycedium elephantotus,DC2557,CA,40,"Great Detached Reef, Great Barrier Reef",,
Mycedium elephantotus,DC2558,CA,40,"Great Detached Reef, Great Barrier Reef",,
Mycedium elephantotus,DC2606,CA,40,"Great Detached Reef, Great Barrier Reef",,
Mycedium elephantotus,DC2607,CA,40,"Great Detached Reef, Great Barrier Reef",,
Mycedium elephantotus,DC2608,CA,40,"Great Detached Reef, Great Barrier Reef",,
Mycedium elephantotus,DC2609,CA,40,"Great Detached Reef, Great Barrier Reef",,
Mycedium elephantotus,DC2610,CA,40,"Great Detached Reef, Great Barrier Reef",,
Mycedium elephantotus,DC2693,CA,40,"Great Detached Reef, Great Barrier Reef",,
Mycedium elephantotus,DC2756,CA,40,"Tijou Reef, Great Barrier Reef",,
Mycedium elephantotus,DC2757,CA,40,"Tijou Reef, Great Barrier Reef",,
Mycedium elephantotus,DC2758,CA,40,"Tijou Reef, Great Barrier Reef",,
Mycedium elephantotus,DC2759,CA,40,"Tijou Reef, Great Barrier Reef",,
Mycedium elephantotus,DC2760,CA,40,"Tijou Reef, Great Barrier Reef",,
Mycedium elephantotus,DC2761,CA,40,"Tijou Reef, Great Barrier Reef",,
Mycedium elephantotus,DC2857,CA,40,"Tijou Reef, Great Barrier Reef",,
Mycedium elephantotus,DC2858,CA,40,"Tijou Reef, Great Barrier Reef",,
Mycedium elephantotus,DC2859,CA,40,"Tijou Reef, Great Barrier Reef",,
Mycedium elephantotus,DC2894,CA,40,"Tijou Reef, Great Barrier Reef",,
Mycedium robokaki,FN15,G74052,35,"Lagoon Reef, Great Barrier Reef",,
Oulophyllia crispa,NA,G46371,75,Murray Is.,,
Oulophyllia crispa,NA,G38864,50,Murray Is.,,
Oulophyllia crispa,NA,G46362,50,Murray Is.,,
Oxypora glabra,DC3266,G71134,100,"Yonge Reef, Great Barrier Reef",,
Oxypora glabra,DC3002,CA,60,"Tijou Reef, Great Barrier Reef",,
Oxypora glabra,DC3044,CA,60,"Tijou Reef, Great Barrier Reef",,
Oxypora glabra,DC7504,,60,"Osprey Reef, Coral Sea",,
Oxypora glabra,DC7506,,60,"Osprey Reef, Coral Sea",,
Oxypora glabra,DC7507,CA,60,"Osprey Reef, Coral Sea",,
Oxypora glabra,DC431,G71150,60,"Flinders Reef, Great Barrier Reef",,
Oxypora glabra,DC2849,CA,50,"Tijou Reef, Great Barrier Reef",,
Oxypora glabra,F72,G65756,40,"Mantis Reef, Great Barrier Reef",,
Oxypora glabra,DC2032,CA,40,"Osprey Reef, Coral Sea",,
Oxypora glabra,DC1416,CA,40,"Osprey Reef, Coral Sea",,
Oxypora glabra,AG63,G74048,40,"Osprey Reef, Coral Sea",,
Oxypora glabra,DC3526,,40,"Yonge Reef, Great Barrier Reef",,
Oxypora glabra,DC3475,CA,40,"Great Detached Reef, Great Barrier Reef",,
Oxypora lacera,DC2417,CA,63,"Osprey Reef, Coral Sea",,
Oxypora lacera,DC1627,G71152,60,"Osprey Reef, Coral Sea",,
Oxypora lacera,DC7420,CA,60,"Osprey Reef, Coral Sea",,
Oxypora lacera,F338,RP,40,"Yonge Reef, Great Barrier Reef",,
Oxypora lacera,F356,G65671,40,"Ribbon Reef 5, Great Barrier Reef",,
Oxypora lacera,F63,RP,40,"Mantis Reef, Great Barrier Reef",,
Oxypora lacera,F28,RP,40,"Mantis Reef, Great Barrier Reef",,
Oxypora lacera,F60,RP,40,"Mantis Reef, Great Barrier Reef",,
Oxypora lacera,AG66,G73995,40,"Osprey Reef, Coral Sea",,
Oxypora lacera,F170,RP,40,"Tydeman Reef, Great Barrier Reef",,
Oxypora lacera,F148,RP,40,"Tydeman Reef, Great Barrier Reef",,
Oxypora lacera,F247,RP,40,"Tydeman Reef, Great Barrier Reef",,
Pachyseris rugosa,NA,G40645,75,Murray Is.,,
Pachyseris sp. nov 1 ,DC314,G71153,80,"Holmes Reef, Coral Sea",,
Pachyseris sp. nov 1 ,DC3011,,60,"Tijou Reef, Great Barrier Reef",,
Pachyseris sp. nov 1 ,DC2938,,40,"Tijou Reef, Great Barrier Reef",,
Pachyseris sp. nov 1 ,F30,G73939,40,"Mantis Reef, Great Barrier Reef",,
Pachyseris sp. nov 1 ,DC597,G73938,20,"Flinders Reef, Great Barrier Reef",,
Pachyseris speciosa,44,G64800,93,"Holmes Reef, Coral Sea",,
Pachyseris speciosa,DC1665,G71154,80,"Osprey Reef, Coral Sea",,
Pachyseris speciosa,41,G64798,62,"Holmes Reef, Coral Sea",,
Pachyseris speciosa,F104,RP,40,"Lagoon Reef, Great Barrier Reef",,
Pachyseris speciosa,F138,RP,40,"Lagoon Reef, Great Barrier Reef",,
Pachyseris speciosa,F84,RP,40,"Lagoon Reef, Great Barrier Reef",,
Pachyseris speciosa,F87,RP,40,"Lagoon Reef, Great Barrier Reef",,
Pachyseris speciosa,60,G64791,40,"Holmes Reef, Coral Sea",,
Pachyseris speciosa,61,G64794,40,"Holmes Reef, Coral Sea",,
Pachyseris speciosa,DC473,RP,40,"Flinders Reef, Great Barrier Reef",,
Pachyseris speciosa,DC474,RP,40,"Flinders Reef, Great Barrier Reef",,
Pachyseris speciosa,DC2422,CA,80.2,"Osprey Reef, Coral Sea",,
Pachyseris speciosa,DC312,CA,80,"Holmes Reef, Coral Sea",,
Pachyseris speciosa,DC313,CA,80,"Holmes Reef, Coral Sea",,
Pachyseris speciosa,DC314,CA,80,"Holmes Reef, Coral Sea",,
Pachyseris speciosa,DC266,CA,80,"Holmes Reef, Coral Sea",,
Pachyseris speciosa,DC267,CA,80,"Holmes Reef, Coral Sea",,
Pachyseris speciosa,DC268,CA,80,"Holmes Reef, Coral Sea",,
Pachyseris speciosa,DC1964,CA,60,"Osprey Reef, Coral Sea",,
Pachyseris speciosa,DC428,CA,60,"Flinders Reef, Great Barrier Reef",,
Pachyseris speciosa,DC429,CA,60,"Flinders Reef, Great Barrier Reef",,
Pachyseris speciosa,DC430,CA,60,"Flinders Reef, Great Barrier Reef",,
Pachyseris speciosa,DC506,CA,60,"Flinders Reef, Great Barrier Reef",,
Pachyseris speciosa,DC661,CA,60,"Flinders Reef, Great Barrier Reef",,
Pachyseris speciosa,DC662,CA,60,"Flinders Reef, Great Barrier Reef",,
Pachyseris speciosa,DC658,CA,60,"Flinders Reef, Great Barrier Reef",,
Pachyseris speciosa,DC1038,CA,40,"Myrmidon Reef, Great Barrier Reef",,
Pachyseris speciosa,DC1049,CA,40,"Myrmidon Reef, Great Barrier Reef",,
Pachyseris speciosa,DC1050,CA,40,"Myrmidon Reef, Great Barrier Reef",,
Pachyseris speciosa,DC1051,CA,40,"Myrmidon Reef, Great Barrier Reef",,
Pachyseris speciosa,DC1052,CA,40,"Myrmidon Reef, Great Barrier Reef",,
Pachyseris speciosa,DC1053,CA,40,"Myrmidon Reef, Great Barrier Reef",,
Pachyseris speciosa,DC1054,CA,40,"Myrmidon Reef, Great Barrier Reef",,
Pachyseris speciosa,DC1055,CA,40,"Myrmidon Reef, Great Barrier Reef",,
Pachyseris speciosa,DC1056,CA,40,"Myrmidon Reef, Great Barrier Reef",,
Pachyseris speciosa,DC1057,CA,40,"Myrmidon Reef, Great Barrier Reef",,
Pachyseris speciosa,DC1058,CA,40,"Myrmidon Reef, Great Barrier Reef",,
Pachyseris speciosa,DC1059,CA,40,"Myrmidon Reef, Great Barrier Reef",,
Pachyseris speciosa,DC1341,CA,40,"Osprey Reef, Coral Sea",,
Pachyseris speciosa,DC1402,CA,40,"Osprey Reef, Coral Sea",,
Pachyseris speciosa,DC1688,CA,40,"Osprey Reef, Coral Sea",,
Pachyseris speciosa,DC1692,CA,40,"Osprey Reef, Coral Sea",,
Pachyseris speciosa,DC3260,CA,40,"Day Reef, Great Barrier Reef",,
Pachyseris speciosa,DC3261,CA,40,"Day Reef, Great Barrier Reef",,
Pachyseris speciosa,DC3262,CA,40,"Day Reef, Great Barrier Reef",,
Pachyseris speciosa,DC3263,CA,40,"Day Reef, Great Barrier Reef",,
Pachyseris speciosa,DC3264,CA,40,"Day Reef, Great Barrier Reef",,
Pachyseris speciosa,DC3265,CA,40,"Day Reef, Great Barrier Reef",,
Pachyseris speciosa,DC3277,CA,40,"Yonge Reef, Great Barrier Reef",,
Pachyseris speciosa,DC3281,CA,40,"Yonge Reef, Great Barrier Reef",,
Pachyseris speciosa,DC3285,CA,40,"Yonge Reef, Great Barrier Reef",,
Pachyseris speciosa,DC3286,CA,40,"Yonge Reef, Great Barrier Reef",,
Pachyseris speciosa,DC3287,CA,40,"Yonge Reef, Great Barrier Reef",,
Pachyseris speciosa,DC3289,CA,40,"Yonge Reef, Great Barrier Reef",,
Pachyseris speciosa,DC3290,CA,40,"Yonge Reef, Great Barrier Reef",,
Pachyseris speciosa,DC3291,CA,40,"Yonge Reef, Great Barrier Reef",,
Pachyseris speciosa,DC3292,CA,40,"Yonge Reef, Great Barrier Reef",,
Pachyseris speciosa,DC3293,CA,40,"Yonge Reef, Great Barrier Reef",,
Pachyseris speciosa,DC3294,CA,40,"Yonge Reef, Great Barrier Reef",,
Pachyseris speciosa,DC3295,CA,40,"Yonge Reef, Great Barrier Reef",,
Pachyseris speciosa,DC3296,CA,40,"Yonge Reef, Great Barrier Reef",,
Pachyseris speciosa,DC034,CA,40,"Holmes Reef, Coral Sea",,
Pachyseris speciosa,DC035,CA,40,"Holmes Reef, Coral Sea",,
Pachyseris speciosa,DC036,CA,40,"Holmes Reef, Coral Sea",,
Pachyseris speciosa,DC037,CA,40,"Holmes Reef, Coral Sea",,
Pachyseris speciosa,DC038,CA,40,"Holmes Reef, Coral Sea",,
Pachyseris speciosa,DC039,CA,40,"Holmes Reef, Coral Sea",,
Pachyseris speciosa,DC040,CA,40,"Holmes Reef, Coral Sea",,
Pachyseris speciosa,DC041,CA,40,"Holmes Reef, Coral Sea",,
Paragoniastrea australensis,Image ,,40,"Lagoon Reef, Great Barrier Reef",,
Paragoniastrea russelli,DC988,CA,40,"Myrmidon Reef, Great Barrier Reef",,
Paragoniastrea russelli,FN178,G73944,,"Osprey Reef, Coral Sea",,
Parascolymia vitiensis,DC989,G74041,40,"Myrmidon Reef, Great Barrier Reef",,
Parascolymia vitiensis,F59,G65738,40,"Mantis Reef, Great Barrier Reef",,
Parascolymia vitiensis,F29,G65667,40,"Mantis Reef, Great Barrier Reef",,
Parascolymia vitiensis,F51,G65668,40,"Mantis Reef, Great Barrier Reef",,
Parascolymia vitiensis,F113,G65739,40,"Lagoon Reef, Great Barrier Reef",,
Parascolymia vitiensis,F124,G65740,40,"Lagoon Reef, Great Barrier Reef",,
Parascolymia vitiensis,DC2688,G74040,40,"Great Detached Reef, Great Barrier Reef",,
Parascolymia vitiensis,F01,G65666,,"Mantis Reef, Great Barrier Reef",,
Pavona bipartita,Image,,40,"Bouganville Reef, Great Barrier Reef",,
Pavona minuta,DC822,G66329,40,"Myrmidon Reef, Great Barrier Reef",,
Pavona sp.,dc1968,G68274,20,"Osprey Reef, Coral Sea",,
Pavona sp. nov 2,DC931,G73935,40,"Myrmidon Reef, Great Barrier Reef",,
Pavona varians,DC884,G66679,40,"Myrmidon Reef, Great Barrier Reef",,
Pavona varians,DC1026,CA,40,"Myrmidon Reef, Great Barrier Reef",,
Pavona varians,DC3478,CA,40,"Great Detached Reef, Great Barrier Reef",,
Pectinia paeonia,F196,G65672,40,"Tydeman Reef, Great Barrier Reef",,
Platygyra daedalea,DC3509,G73947,40,"Day Reef, Great Barrier Reef",,
Platygyra lamellina,NA,G38600,75,Murray Is.,,
Platygyra lamellina,Image,,40,"Bouganville Reef, Great Barrier Reef",,
Platygyra pini,AG46,G74009,40,"Osprey Reef, Coral Sea",,
Platygyra pini,DC389,Gdelete?,40,"Holmes Reef, Coral Sea",,
Platygyra pini,DC3524,G74006,40,"Yonge Reef, Great Barrier Reef",,
Plerogyra sinuosa,F352,G65733,40,"Ribbon Reef 5, Great Barrier Reef",,
Plesiastrea versipora,,G71159,60,"Osprey Reef, Coral Sea",,
Plesiastrea versipora,DC,RP,60,"Osprey Reef, Coral Sea",,
Plesiastrea versipora,FN51,G74000,40,"Mantis Reef, Great Barrier Reef",,
Pleuractis granulosa,DC256,G66068,40,"Holmes Reef, Coral Sea",,
Pleuractis granulosa,DC333,G66067,40,"Holmes Reef, Coral Sea",,
Pleuractis granulosa,DC8536,CA,,"Osprey Reef, Coral Sea",,
Pleuractis moluccensis,F192,G65637,40,"Tydeman Reef, Great Barrier Reef",,
Pleuractis moluccensis,F220,G65636,40,"Tydeman Reef, Great Barrier Reef",,
Pleuractis paumotensis,DC981,G66085,40,"Myrmidon Reef, Great Barrier Reef",,
Pleuractis paumotensis,DC3513,CA,40,"Yonge Reef, Great Barrier Reef",,
Pleuractis paumotensis,DC122,G66084,10,"Holmes Reef, Coral Sea",,
Pocillopora acuta,DC7493,G74070,60,"Osprey Reef, Coral Sea",,
Pocillopora acuta,DC2889,G74071,40,"Tijou Reef, Great Barrier Reef",,
Pocillopora acuta,DC2151,G74068,40,"Osprey Reef, Coral Sea",,
Pocillopora acuta,DC8587,,60?,"Osprey Reef, Coral Sea",,
Pocillopora acuta,CS87,G74073,35,"Osprey Reef, Coral Sea",,
Pocillopora damicornis,F414,G66601,40,"Ribbon Reef 5, Great Barrier Reef",,
Pocillopora damicornis,F335,G66600,40,"Yonge Reef, Great Barrier Reef",,
Pocillopora damicornis,F36,G66055,,"Mantis Reef, Great Barrier Reef",,
Pocillopora grandis (eydouxi),DC3505,G74061,40,"Day Reef, Great Barrier Reef",,
Pocillopora verrucosa,DC3576,G74064,40,"Yonge Reef, Great Barrier Reef",,
Pocillopora woodjonesi,Image,,40,"Day Reef, Great Barrier Reef",,
Podabacia crustacea,DC1391,RP,65,"Osprey Reef, Coral Sea",,
Podabacia crustacea,DC1960,G71155,60,"Osprey Reef, Coral Sea",,
Podabacia crustacea,DC7443,CA,60,"Osprey Reef, Coral Sea",,
Podabacia crustacea,DC1963,CA,60,"Osprey Reef, Coral Sea",,
Podabacia crustacea,DC2750,CA,40,"Tijou Reef, Great Barrier Reef",,
Podabacia crustacea,AG34,G74054,40,"Osprey Reef, Coral Sea",,
Podabacia crustacea,DC2314,RP,40,"Osprey Reef, Coral Sea",,
Podabacia crustacea,DC1348,CA,40,"Osprey Reef, Coral Sea",,
Podabacia crustacea,DC1620,CA,40,"Osprey Reef, Coral Sea",,
Podabacia crustacea,AG57,G74055,40,"Osprey Reef, Coral Sea",,
Podabacia crustacea,F254,CA,40,"Tydeman Reef, Great Barrier Reef",,
Podabacia crustacea,DC83,CA,40,"Holmes Reef, Coral Sea",,
Podabacia crustacea,DC54,CA,40,"Holmes Reef, Coral Sea",,
Podabacia crustacea,DC404,RP,40,"Flinders Reef, Great Barrier Reef",,
Podabacia crustacea,DC3309,CA,40,"Yonge Reef, Great Barrier Reef",,
Podabacia crustacea,DC3468,CA,40,"Great Detached Reef, Great Barrier Reef",,
Podabacia motuporensis,DC2749,RP,40,"Tijou Reef, Great Barrier Reef",,
Podabacia motuporensis,DC823,G66389,40,"Myrmidon Reef, Great Barrier Reef",,
Podabacia motuporensis,DC834,G66390,40,"Myrmidon Reef, Great Barrier Reef",,
Podabacia motuporensis,DC2320,CA,40,"Osprey Reef, Coral Sea",,
Podabacia cf. motuporensis,AG56,G74057,40,"Osprey Reef, Coral Sea",,
Podabacia cf. motuporensis,AG22,G74058,40,"Bouganville Reef, Great Barrier Reef",,
Polyphyllia talpina,AG52,G74053,40,"Osprey Reef, Coral Sea",,
Porites cylindrica,DC2414,CA,40,"Osprey Reef, Coral Sea",,
Porites cylindrica,AG65,G73951,40,"Osprey Reef, Coral Sea",,
Porites cylindrica,DC2031,CA,40,"Osprey Reef, Coral Sea",,
Porites lobata,DC1318,G73921,40,"Osprey Reef, Coral Sea",,
Porites lobata,AG68,G73916,40,"Osprey Reef, Coral Sea",,
Porites lobata,F100,CA,40,"Lagoon Reef, Great Barrier Reef",,
Porites lobata,DC3534,G73922,40,"Yonge Reef, Great Barrier Reef",,
Porites nigrescens,DC3536,G73923,40,"Yonge Reef, Great Barrier Reef",,
Porites rus,DC7512,G71156,60,"Osprey Reef, Coral Sea",,
Porites rus,DC2301,CA,40,"Osprey Reef, Coral Sea",,
Porites rus,DC2292,G73924,10,"Osprey Reef, Coral Sea",,
Porites cf. rus,AG53,G73918,40,"Osprey Reef, Coral Sea",,
Porites cf. rus,DC2299,CA,40,"Osprey Reef, Coral Sea",,
Porites sp.,DC2293,G73914,40,"Osprey Reef, Coral Sea",,
Porites sp.,DC2311,G73927,40,"Osprey Reef, Coral Sea",,
Porites sp.,DC826,RP,40,"Holmes Reef, Coral Sea",,
Porites sp.,DC757,G66714,40,"Flinders Reef, Great Barrier Reef",,
Porites sp.,DC756,G66672,40,"Flinders Reef, Great Barrier Reef",,
Porites sp.,DC754,RP,40,"Flinders Reef, Great Barrier Reef",,
Porites sp.,DC635,RP,40,"Flinders Reef, Great Barrier Reef",,
Porites sp.,DC3479,RP,40,"Great Detached Reef, Great Barrier Reef",,
Porites sp.,CS25,G73920,18,"Holmes Reef, Coral Sea",,
Porites sp.,CS47,G73928,14,"Holmes Reef, Coral Sea",,
Porites sp.,CS68,G73926,15,"Flora Reef, Coral Sea",,
Porites vaughani,DC1324,CA,65,"Osprey Reef, Coral Sea",,
Porites vaughani,DC7513,G73915,60,"Osprey Reef, Coral Sea",,
Porites vaughani,DC817,RP,40,"Myrmidon Reef, Great Barrier Reef",,
Porites vaughani,AG67,G73930,40,"Osprey Reef, Coral Sea",,
Porites vaughani,DC2298,CA,40,"Osprey Reef, Coral Sea",,
Porites vaughani,DC2309,CA,40,"Osprey Reef, Coral Sea",,
Porites vaughani,DC2304,CA,40,"Osprey Reef, Coral Sea",,
Porites vaughani,DC2093,G73929,40,"Osprey Reef, Coral Sea",,
Porites vaughani,DC1321,G73913,40,"Osprey Reef, Coral Sea",,
Psammocora profundacella,Image,,40,"Osprey Reef, Coral Sea",,
Pseudosiderastrea tayamai,F358,G65758,40,"Ribbon Reef 5, Great Barrier Reef",,
Sandalolitha cf. robusta,DC1705,CA,40,"Osprey Reef, Coral Sea",,
Sandalolitha dentata,DC251,RP,40,"Holmes Reef, Coral Sea",,
Sandalolitha robusta,DC1043,CA,40,"Myrmidon Reef, Great Barrier Reef",,
Seriatopora hystrix,DC1954,G71157,60,"Osprey Reef, Coral Sea",,
Seriatopora hystrix,DC1954,CA,60,"Osprey Reef, Coral Sea",,
Seriatopora hystrix,DC1955,CA,60,"Osprey Reef, Coral Sea",,
Seriatopora hystrix,DC1970,CA,53,"Osprey Reef, Coral Sea",,
Seriatopora hystrix,DC1972,CA,53,"Osprey Reef, Coral Sea",,
Seriatopora hystrix,DC070,CA,40,"Holmes Reef, Coral Sea",,
Seriatopora hystrix,DC1900,CA,40,"Osprey Reef, Coral Sea",,
Seriatopora hystrix,DC1901,CA,40,"Osprey Reef, Coral Sea",,
Seriatopora hystrix,DC1902,CA,40,"Osprey Reef, Coral Sea",,
Seriatopora hystrix,DC1904,CA,40,"Osprey Reef, Coral Sea",,
Seriatopora hystrix,DC1906,CA,40,"Osprey Reef, Coral Sea",,
Seriatopora hystrix,DC1903,CA,40,"Osprey Reef, Coral Sea",,
Seriatopora hystrix,DC1916,CA,40,"Osprey Reef, Coral Sea",,
Seriatopora hystrix,DC1907,CA,40,"Osprey Reef, Coral Sea",,
Seriatopora hystrix,DC1908,CA,40,"Osprey Reef, Coral Sea",,
Seriatopora hystrix,DC1905,CA,40,"Osprey Reef, Coral Sea",,
Seriatopora hystrix,DC1910,CA,40,"Osprey Reef, Coral Sea",,
Seriatopora hystrix,DC1909,CA,40,"Osprey Reef, Coral Sea",,
Seriatopora hystrix,DC1912,CA,40,"Osprey Reef, Coral Sea",,
Seriatopora hystrix,DC1913,CA,40,"Osprey Reef, Coral Sea",,
Seriatopora hystrix,DC1918,CA,40,"Osprey Reef, Coral Sea",,
Seriatopora hystrix,DC1914,CA,40,"Osprey Reef, Coral Sea",,
Seriatopora hystrix,DC1917,CA,40,"Osprey Reef, Coral Sea",,
Seriatopora hystrix,DC1919,CA,40,"Osprey Reef, Coral Sea",,
Seriatopora hystrix,DC1821,CA,40,"Osprey Reef, Coral Sea",,
Seriatopora hystrix,DC3151,CA,40,"Day Reef, Great Barrier Reef",,
Seriatopora hystrix,DC3152,CA,40,"Day Reef, Great Barrier Reef",,
Seriatopora hystrix,DC3174,CA,40,"Day Reef, Great Barrier Reef",,
Seriatopora hystrix,DC3154,CA,40,"Day Reef, Great Barrier Reef",,
Seriatopora hystrix,DC3155,CA,40,"Day Reef, Great Barrier Reef",,
Seriatopora hystrix,DC3156,CA,40,"Day Reef, Great Barrier Reef",,
Seriatopora hystrix,DC1911,CA,40,"Osprey Reef, Coral Sea",,
Seriatopora hystrix,DC3153,CA,40,"Day Reef, Great Barrier Reef",,
Seriatopora hystrix,DC3577,CA,40,"Yonge Reef, Great Barrier Reef",,
Seriatopora hystrix,DC3578,CA,40,"Yonge Reef, Great Barrier Reef",,
Seriatopora hystrix,DC3579,CA,40,"Yonge Reef, Great Barrier Reef",,
Seriatopora hystrix,DC3580,CA,40,"Yonge Reef, Great Barrier Reef",,
Seriatopora hystrix,DC2667,CA,40,"Great Detached Reef, Great Barrier Reef",,
Seriatopora hystrix,DC2668,CA,40,"Great Detached Reef, Great Barrier Reef",,
Seriatopora hystrix,DC2669,CA,40,"Great Detached Reef, Great Barrier Reef",,
Seriatopora hystrix,DC2670,CA,40,"Great Detached Reef, Great Barrier Reef",,
Seriatopora hystrix,DC2671,CA,40,"Great Detached Reef, Great Barrier Reef",,
Seriatopora hystrix,DC2672,CA,40,"Great Detached Reef, Great Barrier Reef",,
Seriatopora hystrix,DC2673,CA,40,"Great Detached Reef, Great Barrier Reef",,
Seriatopora hystrix,DC2674,CA,40,"Great Detached Reef, Great Barrier Reef",,
Seriatopora hystrix,DC2675,CA,40,"Great Detached Reef, Great Barrier Reef",,
Seriatopora hystrix,DC2676,CA,40,"Great Detached Reef, Great Barrier Reef",,
Seriatopora hystrix,DC2754,CA,40,"Tijou Reef, Great Barrier Reef",,
Seriatopora hystrix,DC2860,CA,40,"Tijou Reef, Great Barrier Reef",,
Seriatopora hystrix,DC2861,CA,40,"Tijou Reef, Great Barrier Reef",,
Seriatopora hystrix,DC2862,CA,40,"Tijou Reef, Great Barrier Reef",,
Seriatopora hystrix,DC2893,CA,40,"Tijou Reef, Great Barrier Reef",,
Seriatopora hystrix,DC550,CA,40,"Flinders Reef, Great Barrier Reef",,
Seriatopora hystrix,DC316,CA,40,"Holmes Reef, Coral Sea",,
Seriatopora hystrix,DC556,CA,40,"Flinders Reef, Great Barrier Reef",,
Seriatopora hystrix,DC047,CA,40,"Holmes Reef, Coral Sea",,
Seriatopora hystrix,DC955,CA,40,"Myrmidon Reef, Great Barrier Reef",,
Seriatopora hystrix,DC928,CA,40,"Myrmidon Reef, Great Barrier Reef",,
Seriatopora hystrix,DC963,CA,40,"Myrmidon Reef, Great Barrier Reef",,
Seriatopora hystrix,DC959,CA,40,"Myrmidon Reef, Great Barrier Reef",,
Seriatopora hystrix,DC929,CA,40,"Myrmidon Reef, Great Barrier Reef",,
Seriatopora hystrix,DC927,CA,40,"Myrmidon Reef, Great Barrier Reef",,
Seriatopora hystrix,DC958,CA,40,"Myrmidon Reef, Great Barrier Reef",,
Seriatopora hystrix,DC952,CA,40,"Myrmidon Reef, Great Barrier Reef",,
Seriatopora hystrix,DC954,CA,40,"Myrmidon Reef, Great Barrier Reef",,
Seriatopora hystrix,DC950,CA,40,"Myrmidon Reef, Great Barrier Reef",,
Seriatopora hystrix,DC953,CA,40,"Myrmidon Reef, Great Barrier Reef",,
Seriatopora hystrix,DC641,CA,40,"Flinders Reef, Great Barrier Reef",,
Seriatopora hystrix,DC646,CA,40,"Flinders Reef, Great Barrier Reef",,
Seriatopora hystrix,DC640,CA,40,"Flinders Reef, Great Barrier Reef",,
Seriatopora hystrix,DC649,CA,40,"Flinders Reef, Great Barrier Reef",,
Seriatopora hystrix,DC645,CA,40,"Flinders Reef, Great Barrier Reef",,
Seriatopora hystrix,DC648,CA,40,"Flinders Reef, Great Barrier Reef",,
Seriatopora hystrix,DC647,CA,40,"Flinders Reef, Great Barrier Reef",,
Seriatopora hystrix,DC787,CA,40,"Myrmidon Reef, Great Barrier Reef",,
Seriatopora hystrix,DC761,CA,40,"Flinders Reef, Great Barrier Reef",,
Seriatopora hystrix,DC045,CA,40,"Holmes Reef, Coral Sea",,
Seriatopora hystrix,DC044,CA,40,"Holmes Reef, Coral Sea",,
Seriatopora hystrix,DC046,CA,40,"Holmes Reef, Coral Sea",,
Seriatopora hystrix,DC048,CA,40,"Holmes Reef, Coral Sea",,
Seriatopora hystrix,DC049,CA,40,"Holmes Reef, Coral Sea",,
